,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
5742,U001,0200769623,WAL-MAR associates,2020-05-20 08:00:52.898437500,2020.0,1930847686.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,7678.93,0-15 Days
5743,U001,0200769623,WAL-MAR associates,2020-04-08 08:00:52.898437500,2020.0,1930683925.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,661.11,0-15 Days
5744,U001,0200776463,KROGE llc,2020-03-26 08:41:16.656250000,2020.0,1930635143.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,144179.67,0-15 Days
5745,CA02,0100030194,AMAZO corporation,2020-05-01 01:35:23.843750000,2020.0,2960628831.0,2020-04-15 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-17 00:00:00.000000000,CA10,73945.872,0-15 Days
5746,U001,0200353024,DECA associates,2020-05-20 18:57:15.531250000,2020.0,1930877455.0,2020-05-08 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,254.76,0-15 Days
5747,U001,0200792734,MDV/ in,2020-03-29 12:38:41.625000000,2020.0,1930651104.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,63325.14,0-15 Days
5748,U001,0200769623,WAL-MAR corp,2020-05-23 08:00:52.898437500,2020.0,1930863031.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAH4,37864.59,0-15 Days
5749,U001,0200769623,WAL-MAR ,2020-03-27 08:00:52.898437500,2020.0,1930636958.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAH4,1784.79,0-15 Days
5750,U001,0200936373,SUPE ,2020-04-19 01:09:46.718750000,2020.0,1930733916.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,24028.72,0-15 Days
5751,U001,CCCA02,KRAFT  foundation,2020-04-19 16:55:01.250000000,2020.0,1930615393.0,2020-03-07 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAG2,7982.4,0-15 Days
5752,U001,200705742,DOT systems,2020-04-21 02:24:17.062500000,2020.0,1930686950.0,2020-03-23 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-03-23 00:00:00.000000000,NA32,1061.62,0-15 Days
5753,U001,0200744019,TARG corp,2020-04-16 13:35:57.781250000,2020.0,1930708578.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,12738.45,0-15 Days
5754,U001,0200769623,WAL-MAR corporation,2020-03-12 22:13:12.007812500,2020.0,1930577183.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,40656.66,0-15 Days
5755,U001,0200794332,COST co,2020-03-28 05:00:09.097656250,2020.0,1930648427.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAAX,33031.83,0-15 Days
5756,U001,0200861551,MRS GR foundation,2020-06-01 14:35:05.375000000,2020.0,1930876169.0,2020-05-13 00:00:00.000000000,2020-05-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,NAA8,19769.7,0-15 Days
5757,U001,0200769623,WAL-MAR co,2020-04-30 08:00:52.898437500,2020.0,1930782749.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,11664.88,0-15 Days
5758,U001,0200769623,WAL-MAR co,2020-04-11 08:00:52.898437500,2020.0,1930698759.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,15418.58,0-15 Days
5759,CA02,0140104249,SOB in,2020-04-27 23:02:54.156250000,2020.0,2960626048.0,2020-04-05 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-14 00:00:00.000000000,CA10,47952.060000000005,0-15 Days
5760,U001,200726979,BJ'S  foundation,2020-04-06 10:00:36.976562500,2020.0,1930677215.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,154.55,0-15 Days
5761,U001,CCU013,KRAFT F in,2020-04-16 18:16:00.500000000,2020.0,1930611578.0,2020-03-06 00:00:00.000000000,2020-03-06 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAX2,14617.51,31-45 Days
5762,U001,0100031704,DELHAIZE systems,2020-05-20 01:08:35.394042969,2020.0,1930856602.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,47501.22,0-15 Days
5763,U001,0200762301,C&S WH associates,2020-05-15 02:29:18.732421875,2020.0,1930844875.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAC6,105154.04,0-15 Days
5764,CA02,140105686,SYSC us,2020-05-21 08:39:40.187500000,2020.0,2960631849.0,2020-05-01 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-07 00:00:00.000000000,CA10,13639.4388,0-15 Days
5765,U001,0200707822,PUBLI foundation,2020-04-10 03:08:00.984375000,2020.0,1930700387.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,113676.06,0-15 Days
5766,U001,0200756072,REINHA in,2020-05-02 07:33:16.125000000,2020.0,1930787774.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,79160.72,0-15 Days
5767,U001,0200769623,WAL-MAR ,2020-04-19 08:00:52.898437500,2020.0,1930731690.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,22534.28,0-15 Days
5768,U001,0200779051,AFFILI corp,2020-05-23 16:13:22.187500000,2020.0,1930857243.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,46281.9,0-15 Days
5769,U001,0100043956,E&S trust,2020-05-19 06:50:17.875000000,2020.0,1930802084.0,2020-04-21 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAD1,4080.95,0-15 Days
5770,U001,0200353024,DECA associates,2020-05-20 18:57:15.531250000,2020.0,1930876632.0,2020-05-07 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,2029.3,0-15 Days
5771,U001,0200416837,DEC us,2020-04-22 22:04:26.468750000,2020.0,1930822931.0,2020-04-24 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,8424.38,0-15 Days
5772,U001,0200727272,BROOKS llc,2020-04-02 10:00:36.976562500,2020.0,1930661526.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,2829.18,0-15 Days
5773,U001,0200762301,C&S WH ,2020-03-27 02:29:18.732421875,2020.0,1930642228.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAC6,63557.31,0-15 Days
5774,U001,0200726979,BJ'S  llc,2020-03-27 10:00:36.976562500,2020.0,1930637622.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,1064.79,0-15 Days
5775,U001,0200759878,SA associates,2020-04-07 03:14:02.314453125,2020.0,1930682376.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,29369.99,0-15 Days
5776,U001,0200769623,WAL-MAR trust,2020-04-11 08:00:52.898437500,2020.0,1930706305.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,1329.23,0-15 Days
5777,CA02,0140105686,SYSC foundation,2020-03-31 08:39:40.187500000,2020.0,2960618031.0,2020-03-08 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-17 00:00:00.000000000,CA10,26374.428600000003,0-15 Days
5778,CA02,0140104240,FEDER ,2020-04-25 21:31:41.453125000,2020.0,2960625187.0,2020-04-04 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-13 00:00:00.000000000,CA10,65201.6976,0-15 Days
5779,CA02,0140104552,THE NO corp,2020-04-29 02:14:40.375000000,2020.0,2960626408.0,2020-04-02 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-06 00:00:00.000000000,CA10,108920.7288,0-15 Days
5780,U001,0200744019,TARG llc,2020-05-03 13:35:57.781250000,2020.0,1930782474.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,17506.13,0-15 Days
5781,U001,0200744019,TARG corporation,2020-03-30 13:35:57.781250000,2020.0,1930623260.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,17720.98,0-15 Days
5782,U001,0200772670,ASSOCIAT in,2020-04-20 15:36:46.484375000,2020.0,1930748481.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAU5,3915.55,0-15 Days
5783,U001,200707822,PUBLI corporation,2020-04-16 03:08:00.984375000,2020.0,1930727478.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,36859.97,0-15 Days
5784,U001,0200772670,ASSOCIAT llc,2020-04-17 14:17:39.125000000,2020.0,1930726992.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAU5,70409.95,0-15 Days
5785,U001,0200779051,AFFILI corporation,2020-04-05 15:20:18.437500000,2020.0,1930646421.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,87999.45,0-15 Days
5786,U001,0200230690,DECA associates,2020-03-22 20:16:22.875000000,2020.0,1930669771.0,2020-03-19 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM2,1133.74,0-15 Days
5787,U001,0200748108,KROGER associates,2020-03-13 23:10:12.476562500,2020.0,1930571725.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,3280.34,0-15 Days
5788,U001,0200769623,WAL-MAR llc,2020-04-21 08:00:52.898437500,2020.0,1930746921.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,6916.42,0-15 Days
5789,U001,0200820380,SMITH'S trust,2020-04-17 08:28:03.718750000,2020.0,1930721758.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,102917.13,0-15 Days
5790,U001,0200726979,BJ'S  in,2020-03-25 10:00:36.976562500,2020.0,1930630069.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,1160.69,0-15 Days
5791,U001,0200769623,WAL-MAR in,2020-04-14 08:00:52.898437500,2020.0,1930715009.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,4272.86,0-15 Days
5792,U001,0200707822,PUBLI us,2020-05-12 03:08:00.984375000,2020.0,1930833074.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAA8,49116.55,0-15 Days
5793,U001,0200769623,WAL-MAR trust,2020-05-19 08:00:52.898437500,2020.0,1930852442.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,47292.57,0-15 Days
5794,CA02,0140104440,SO systems,2020-04-01 06:28:15.312500000,2020.0,2960619797.0,2020-03-15 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-18 00:00:00.000000000,CA10,100928.373,0-15 Days
5795,U001,0200706844,WINC us,2020-05-25 06:29:17.875000000,2020.0,1930875667.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,2037.58,0-15 Days
5796,U001,0200418007,AM co,2020-05-10 04:38:04.140625000,2020.0,1930581062.0,2020-03-04 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAGD,1646.4,0-15 Days
5797,U001,0100043949,HOME R corp,2020-04-10 06:50:17.875000000,2020.0,1930631841.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,16992.76,0-15 Days
5798,U001,0100031704,DELHAIZE ,2020-04-18 01:08:35.394042969,2020.0,1930744075.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,106516.92,0-15 Days
5799,U001,0200762301,C&S WH llc,2020-03-17 02:29:18.732421875,2020.0,1930583660.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAC6,50934.2,0-15 Days
5800,U001,0200718130,SYSCO F in,2020-04-02 19:27:33.125000000,2020.0,1930665059.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,45751.5,0-15 Days
5801,U001,0200707822,PUBLI corp,2020-04-19 03:08:00.984375000,2020.0,1930724804.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,7697.86,0-15 Days
5802,U001,0200769623,WAL-MAR corp,2020-03-29 08:00:52.898437500,2020.0,1930647088.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,15821.8,0-15 Days
5803,U001,0200749782,KROG foundation,2020-04-14 05:24:55.117187500,2020.0,1930716219.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAA8,55672.73,0-15 Days
5804,CA02,0140104429,COSTCO systems,2020-05-09 21:32:05.062500000,2020.0,2960628350.0,2020-04-18 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-27 00:00:00.000000000,CA10,57354.64800000001,0-15 Days
5805,U001,0200726979,BJ'S  systems,2020-03-15 03:45:54.351562500,2020.0,1930577939.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,233.65,0-15 Days
5806,U001,0200772595,SAFEW corp,2020-04-19 10:49:37.664062500,2020.0,1930732044.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,31277.0,0-15 Days
5807,U001,0100031704,DELHAIZE foundation,2020-04-03 01:08:35.394042969,2020.0,1930673790.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,85743.32,0-15 Days
5808,U001,0200780383,MEIJ llc,2020-03-14 06:23:58.976562500,2020.0,1930577509.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,116037.15,0-15 Days
5809,U001,0200704045,RA corp,2020-04-19 22:06:59.320312500,2020.0,1930747567.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,44492.26,0-15 Days
5810,U001,0200707741,SMART &  ,2020-07-01 04:01:51.265625000,2020.0,1930831444.0,2020-04-27 00:00:00.000000000,2020-07-01 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAGD,52781.03,0-15 Days
5811,U001,0140142846,MONDE systems,2020-05-09 22:13:20.359375000,2020.0,1930606265.0,2020-03-10 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-03-10 00:00:00.000000000,NACB,1704.33,0-15 Days
5812,U001,0100043949,HOME R foundation,2020-05-03 06:50:17.875000000,2020.0,1930730730.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,16992.76,0-15 Days
5813,U001,0200353024,DECA us,2020-05-20 20:45:19.125000000,2020.0,1930875690.0,2020-05-08 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,13699.41,0-15 Days
5814,U001,0200744019,TARG foundation,2020-05-05 13:35:57.781250000,2020.0,1930793281.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,29299.88,0-15 Days
5815,U001,0100030964,NATURA associates,2020-04-19 21:36:12.609375000,2020.0,1930747362.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,3699.75,0-15 Days
5816,U001,0200744019,TARG corp,2020-04-22 13:35:57.781250000,2020.0,1930730636.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,364.61,0-15 Days
5817,U001,0200762301,C&S WH corporation,2020-03-22 02:29:18.732421875,2020.0,1930610889.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAC6,21577.53,0-15 Days
5818,U001,0200726979,BJ'S  co,2020-04-04 10:00:36.976562500,2020.0,1930664699.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,33.18,0-15 Days
5819,U001,0200762301,C&S WH systems,2020-04-26 02:29:18.732421875,2020.0,1930772786.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAC6,59900.08,0-15 Days
5820,U001,0200326954,NEWE foundation,2020-05-13 14:37:00.500000000,2020.0,1930624900.0,2020-03-09 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAD8,71635.49,46-60 Days
5821,CA02,0140104440,SO foundation,2020-03-16 06:28:15.312500000,2020.0,2960616075.0,2020-03-01 00:00:00.000000000,2020-03-12 00:00:00.000000000,2020-03-02 00:00:00.000000000,CA10,104374.28820000001,0-15 Days
5822,U001,0200353024,DECA llc,2020-03-20 18:57:15.531250000,2020.0,1930605979.0,2020-03-05 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,1540.78,0-15 Days
5823,CA02,0140106372,G T  associates,2020-04-18 17:01:15.750000000,2020.0,2960624708.0,2020-03-26 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-27 00:00:00.000000000,CA10,4555.4262,0-15 Days
5824,U001,0200704045,RA systems,2020-03-28 22:06:59.320312500,2020.0,1930649373.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,102303.99,0-15 Days
5825,U001,0200782001,GORDO corporation,2020-03-25 13:15:01.980468750,2020.0,1930631597.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,32888.11,0-15 Days
5826,U001,0200799342,MITCH foundation,2020-04-29 22:51:52.468750000,2020.0,1930780791.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,15113.01,0-15 Days
5827,U001,0200769623,WAL-MAR corporation,2020-04-27 08:00:52.898437500,2020.0,1930772897.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAH4,10675.81,0-15 Days
5828,U001,0200726979,BJ'S  foundation,2020-03-18 10:00:36.976562500,2020.0,1930586653.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,14423.21,0-15 Days
5829,U001,0200721222,GO corp,2020-03-19 09:58:40.441406250,2020.0,1930594968.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,22656.86,0-15 Days
5830,U001,0200742791,QUI co,2020-04-16 07:33:16.125000000,2020.0,1930721287.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,28641.07,0-15 Days
5831,U001,0200439158,POST  co,2020-05-08 01:15:26.484375000,2020.0,1930797792.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,17916.0,0-15 Days
5832,U001,0200769623,WAL-MAR corp,2020-04-28 08:00:52.898437500,2020.0,1930779127.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAH4,12923.42,0-15 Days
5833,U001,0200769623,WAL-MAR llc,2020-04-03 08:00:52.898437500,2020.0,1930660972.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,65219.82,0-15 Days
5834,U001,0200772670,ASSOCIAT co,2020-04-18 15:36:46.484375000,2020.0,1930729705.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAU5,23583.65,0-15 Days
5835,U001,200706844,WINC corporation,2020-05-17 06:29:17.875000000,2020.0,1930829779.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,1891.01,0-15 Days
5836,U001,0200769623,WAL-MAR trust,2020-03-13 22:13:12.007812500,2020.0,1930571180.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,9903.98,0-15 Days
5837,U001,0200769623,WAL-MAR trust,2020-05-14 08:00:52.898437500,2020.0,1930830698.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,2169.37,0-15 Days
5838,U001,0200769623,WAL-MAR trust,2020-05-09 08:00:52.898437500,2020.0,1930813166.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAH4,38293.41,0-15 Days
5839,U001,0200797452,US  ,2020-05-12 17:21:06.968750000,2020.0,1930809533.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,12028.52,0-15 Days
5840,U001,0100030964,NATURA in,2020-03-26 23:24:16.210937500,2020.0,1930600863.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,11080.77,0-15 Days
5841,U001,0200769623,WAL-MAR trust,2020-05-08 08:00:52.898437500,2020.0,1930808431.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAH4,661.11,0-15 Days
5842,U001,0200750051,ALBER ,2020-03-29 19:37:00.281250000,2020.0,1930630860.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,76833.36,0-15 Days
5843,U001,0200759878,SA us,2020-04-13 03:14:02.314453125,2020.0,1930717321.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,26896.17,0-15 Days
5844,U001,0200592182,DECA ,2020-04-04 22:04:26.468750000,2020.0,1930690336.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,13557.43,0-15 Days
5845,U001,0200707005,KING S systems,2020-05-01 00:59:39.976562500,2020.0,1930763493.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,14941.21,0-15 Days
5846,U001,0200726979,BJ'S  foundation,2020-04-26 10:00:36.976562500,2020.0,1930773897.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,371.83,0-15 Days
5847,U001,0200762301,C&S WH ,2020-04-07 02:29:18.732421875,2020.0,1930686444.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAC6,13133.03,0-15 Days
5848,CA02,0140105686,SYSC in,2020-05-06 06:51:36.593750000,2020.0,2960629248.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-22 00:00:00.000000000,CA10,3237.7176,0-15 Days
5849,U001,0200769623,WAL-MAR trust,2020-04-10 08:00:52.898437500,2020.0,1930698479.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,59.88,0-15 Days
5850,U001,0200769623,WAL-MAR foundation,2020-03-25 08:00:52.898437500,2020.0,1930624401.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,5507.47,0-15 Days
5851,U001,0200704858,WAKE ,2020-04-17 21:15:31.812500000,2020.0,1930719438.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,112311.07,0-15 Days
5852,U001,0200769623,WAL-MAR associates,2020-05-22 08:00:52.898437500,2020.0,1930860630.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,18594.26,0-15 Days
5853,U001,0200704045,RA co,2020-04-22 22:06:59.320312500,2020.0,1930759322.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,12294.32,0-15 Days
5854,U001,0200729942,SA co,2020-04-16 07:33:16.125000000,2020.0,1930724985.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,35815.14,0-15 Days
5855,U001,0200762301,C&S WH trust,2020-04-06 02:29:18.732421875,2020.0,1930677159.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAC6,53689.58,0-15 Days
5856,U001,200722444,PERFOR systems,2020-04-02 07:33:16.125000000,2020.0,1930661005.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,50486.62,0-15 Days
5857,U001,0200769623,WAL-MAR llc,2020-05-09 08:00:52.898437500,2020.0,1930805239.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAH4,183.85,0-15 Days
5858,U001,0200726979,BJ'S  corporation,2020-04-09 10:00:36.976562500,2020.0,1930689833.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,1721.73,0-15 Days
5859,CA02,0140104440,SO systems,2020-03-27 06:28:15.312500000,2020.0,2960619356.0,2020-03-11 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-13 00:00:00.000000000,CA10,11364.2568,0-15 Days
5860,U001,0200794332,COST in,2020-05-05 05:00:09.097656250,2020.0,1930801170.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAAX,81876.77,0-15 Days
5861,U001,100031704,DELHAIZE associates,2020-04-01 01:08:35.394042969,2020.0,1930655018.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,17608.04,0-15 Days
